Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Decision Tree Regression | Parameters: random_state=0;,0.156,0.75
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Multiple Linear Regression | Parameters: default,0.52,0.166
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Random Forest Regression | Parameters: n_estimators=128;random_state=5;,0.063,0.899
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Elastic Regression | Parameters: alpha=0.1;max_iter=10000;,0.521,0.164
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.461,0.261
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,PCA Regression | Parameters: default,0.522,0.164
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Decision Tree Regression | Parameters: random_state=10;,0.263,0.578
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Multiple Linear Regression | Parameters: default,0.564,0.096
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Random Forest Regression | Parameters: n_estimators=128;random_state=2;,0.127,0.797
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Elastic Regression | Parameters: alpha=0.1;max_iter=10000;,0.564,0.095
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.546,0.124
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,PCA Regression | Parameters: default,0.564,0.096
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Decision Tree Regression | Parameters: random_state=10;,0.263,0.578
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Multiple Linear Regression | Parameters: default,0.564,0.096
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Random Forest Regression | Parameters: n_estimators=128;random_state=2;,0.127,0.797
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Elastic Regression | Parameters: alpha=0.1;max_iter=10000;,0.564,0.095
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.546,0.124
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,PCA Regression | Parameters: default,0.564,0.096
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 80,Decision Tree Regression | Parameters: random_state=1;,0.283,0.546
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 80,Multiple Linear Regression | Parameters: default,0.564,0.095
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 80,Random Forest Regression | Parameters: n_estimators=128;random_state=2;,0.142,0.772
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 80,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.564,0.095
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 80,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.57,0.086
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 80,PCA Regression | Parameters: default,0.564,0.095
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Decision Tree Regression | Parameters: random_state=0;,6.549,-9.498
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Multiple Linear Regression | Parameters: default,4.391456365306763e+17,-7.039736090650502e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Random Forest Regression | Parameters: n_estimators=128;random_state=1;,4.089,-5.555
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,3.716502538121625e+17,-5.957749519112296e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.565,0.095
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,PCA Regression | Parameters: default,4.3062743961628416e+17,-6.903184902941445e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Decision Tree Regression | Parameters: random_state=5;,14.696,-22.558
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Multiple Linear Regression | Parameters: default,9.80052968911723e+16,-1.57107658190635e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Random Forest Regression | Parameters: n_estimators=64;random_state=0;,4.871,-6.808
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,7.675879081212318e+16,-1.2304838873585146e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.471,0.245
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
