Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Decision Tree Regression | Parameters: random_state=0;,0.074,0.887
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Multiple Linear Regression | Parameters: default,0.506,0.234
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Random Forest Regression | Parameters: n_estimators=100;random_state=5;,0.051,0.923
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Elastic Regression | Parameters: alpha=0.1;max_iter=10000;,0.506,0.234
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.473,0.285
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,PCA Regression | Parameters: default,0.506,0.234
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Decision Tree Regression | Parameters: random_state=0;,0.145,0.781
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Multiple Linear Regression | Parameters: default,0.513,0.223
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Random Forest Regression | Parameters: n_estimators=100;random_state=2;,0.072,0.891
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Elastic Regression | Parameters: alpha=0.1;max_iter=10000;,0.513,0.223
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.502,0.241
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,PCA Regression | Parameters: default,0.513,0.224
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
