Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Decision Tree Regression | Parameters: random_state=5;,0.077,0.883
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Multiple Linear Regression | Parameters: default,0.493,0.254
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Random Forest Regression | Parameters: n_estimators=200;random_state=0;,0.046,0.931
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,Elastic Regression | Parameters: alpha=0.01;max_iter=10000;,0.493,0.254
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.484,0.267
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 20,PCA Regression | Parameters: default,0.493,0.254
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Decision Tree Regression | Parameters: random_state=0;,0.159,0.759
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Multiple Linear Regression | Parameters: default,0.5,0.243
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Random Forest Regression | Parameters: n_estimators=128;random_state=5;,0.066,0.901
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,Elastic Regression | Parameters: alpha=0.1;max_iter=10000;,0.5,0.243
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.508,0.231
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 40,PCA Regression | Parameters: default,0.5,0.244
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Decision Tree Regression | Parameters: random_state=0;,0.159,0.759
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Multiple Linear Regression | Parameters: default,0.5,0.243
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Random Forest Regression | Parameters: n_estimators=128;random_state=5;,0.066,0.901
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,Elastic Regression | Parameters: alpha=0.1;max_iter=10000;,0.5,0.243
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.508,0.231
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Low variance filter| Parameters: Variance threshold = 60,PCA Regression | Parameters: default,0.5,0.244
""
